Name,OAID#link#multi,Affiliation#sortquan,City#sortquan,Region#sortquan,Country#sortquan,Latitude#hidden,Longitude#hidden,Collaborators#multi#link#sortquan,Scope#multi#sortquan,Keywords#multi#sortquan,OA concepts#multi#sortquan,Publications#hidden,Publication Dates#multi#sortquan,#img,#netvis,nerPerson#multi,nerPopulation Group#multi,nerFacility#multi,nerOrganization#multi,nerAdministrative Area#multi,nerLocation#multi,nerProduct#multi,nerEvent#multi,nerWork of Art#multi,nerLegal Document#multi,nerLanguage#multi,nerDate#multi
Saeid Eslamian,https://openalex.org/A1765627955,Isfahan University of Technology,Isfahan,,Iran,32.720325,51.524773,,aquifer|transboundary,,Engineering|Geotechnical engineering|Environmental science|Hydrology (agriculture),"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A1765627955"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2014,US,,,,,,,,,,,,,
Safaa M. Soliman,https://openalex.org/A2168756910,National Water Research Center,Cairo,,Egypt,30.106394,31.242735,https://openalex.org/A2141262514,aquifer|transboundary,,Hydrogeology|Groundwater|Geology|Geotechnical engineering|Hydrology (agriculture)|Aquifer|Environmental science|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2168756910"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2014,US,e4f65d4075ac15de2860b5efd023a03d0331a8f9fc0754e0e4dd298243e99168,,,,,Cairo,,,,,,,
Sajad Fathi,https://openalex.org/A3016716286,IHE Delft Institute for Water Education,Delft,,Netherlands,52.009068,4.356719,https://openalex.org/A2259232661|https://openalex.org/A3010742604,aquifer|transboundary,,Paleontology|Arid|Aquifer|Karst|Groundwater|Geology|Geotechnical engineering|Groundwater recharge|Depression-focused recharge|Hydrology (agriculture)|Remote sensing|Geographic information system|Environmental science|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3016716286"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2020,US,82322237b19f386290040a21c62321e7acd1e736201ba27d20695cb9622edaec,,,,,,,,,,,,
Salvatore G.P. Virdis,https://openalex.org/A4282210070,Asian Institute of Technology,Pathum Thani,,Thailand,14.075937,100.61713,https://openalex.org/A4227142975|https://openalex.org/A4282210067|https://openalex.org/A4282210068|https://openalex.org/A4282210069,aquifer|transboundary,,Oceanography|Climate change|Urbanization|Groundwater|Environmental planning|Economics|Engineering|Geology|Geotechnical engineering|Environmental science|Economic growth|Geography|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A4282210070"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2022,US,1d6eaa22299f3fb1711666554c28e0f769099394cf182960275f5326ebb35bfb,Pathum Thani,,,,,,,,,,,
Samer Majdalani,https://openalex.org/A2165056443,HSM,,,,35.73491,-81.3356,https://openalex.org/A1228118215|https://openalex.org/A1886116315|https://openalex.org/A145583819|https://openalex.org/A1850937762|https://openalex.org/A2576987664|https://openalex.org/A2549556653|https://openalex.org/A2307872080|https://openalex.org/A2150587955|https://openalex.org/A2986784982|https://openalex.org/A2307879088,aquifer|transboundary,,Water balance|Structural basin|Cartography|Drainage basin|Aquifer properties|Thermodynamics|Aquifer test|Infiltration (HVAC)|Groundwater|Geology|Geotechnical engineering|Groundwater recharge|Hydrology (agriculture)|Aquifer|Physics|Geomorphology|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2165056443"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2012,US,6c47712dfdcd24a4b9539420502aeb8180cae93e1269a571bed79fc8df6374fe,,,,,,,,,,,,
Samir A Al-Gamal,https://openalex.org/A3215371965,Unknown,,,,,,,aquifer|transboundary,,Earth science|Groundwater|Geology|Geotechnical engineering|Hydrology (agriculture)|Geochemistry|Aquifer|Environmental science|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3215371965"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2020,US,,,,,,,,,,,,,
Samir Al-Gamal,https://openalex.org/A2668471364,Unknown,,,,,,,aquifer|transboundary,,Geography|Groundwater|Geology|Resource (disambiguation)|Groundwater recharge|Geotechnical engineering|Hydrology (agriculture)|Computer network|Aquifer|Environmental science|Computer science|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2668471364"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2010,US,,,,,,,,,,,,,
Samir Anwar Al-Gamal,https://openalex.org/A2046609477,Egyptian Atomic Energy Authority,Cairo,,Egypt,30.04495,31.344397,https://openalex.org/A2147366168,aquifer|transboundary,,Earth science|Environmental isotopes|Arid|Paleontology|Renewable energy|Groundwater|Ecology|Geology|Geotechnical engineering|Groundwater recharge|Natural resource|Hydrology (agriculture)|Aquifer|Biology|Environmental science|Water resources|Geography|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2046609477"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2011|2014,US,e29ef911cd8d968abfe375668ea253c76d1c80dec778529812b82a6b942928f6,,,,,Cairo,,,,,,,
Samira Ouysse,https://openalex.org/A2632736239,National Autonomous University of Mexico,Mexico City,Distrito Federal,Mexico,19.322817,-99.18663,https://openalex.org/A3035081286|https://openalex.org/A3042434409,aquifer|transboundary,,Environmental resource management|Water scarcity|Groundwater|Environmental planning|Ecology|Engineering|Groundwater flow|Geotechnical engineering|Overexploitation|Aquifer|Biology|Environmental science|Water resources|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2632736239"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2020,US,05ea062542cfd38e57fbe697dc4a11fd878b0531fd4c974412c74b702976db82,,,,,Mexico City -99.18663,,,,,,,
Samuel Sandoval-Solis,https://openalex.org/A2082238416,"University of California, Davis",Davis,California,United States,38.54,-121.75,https://openalex.org/A1989388049|https://openalex.org/A2144206488|https://openalex.org/A2645022681,aquifer|transboundary,,Structural basin|Groundwater|Business|Environmental planning|Geology|Geotechnical engineering|Hydrology (agriculture)|Environmental science|Geomorphology|Geography|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2082238416"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2011,US,b6d0ea713419fa2108363f96e1235a84866ee622bc27969a14e7fb25b39746f2,Davis,,,,,,,,,,,
Sandra J. Owen-Joyce,https://openalex.org/A2712847167,Unknown,,,,,,https://openalex.org/A2194602839|https://openalex.org/A3167283423|https://openalex.org/A3170515377|https://openalex.org/A2256964962|https://openalex.org/A2748888965|https://openalex.org/A2426354916|https://openalex.org/A2025923468|https://openalex.org/A3171467564|https://openalex.org/A3169750491,aquifer|transboundary,,Environmental economics|Business|Environmental planning|Environmental science|Computer security|Computer science|Groundwater|Stakeholder|Geotechnical engineering|Public relations|Water resource management|Environmental resource management|Mechanical engineering|Natural resource economics|Work (physics)|Economics|Engineering|Prioritization|Vulnerability (computing)|Process management|Aquifer|Geography|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2712847167"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,47a1106903f46870818d7f716a7333065e9e27c37afc10236d8f0751aeff9678,,,,,,,,,,,,
Sandra Lee Pinel,https://openalex.org/A2524640187,University of Idaho,Moscow,Idaho,United States,46.726,-117.011,https://openalex.org/A2578960432|https://openalex.org/A2112560965,aquifer|transboundary,,Agency (philosophy)|Environmental resource management|Sociology|Corporate governance|Politics|Environmental governance|Law|Business|Environmental planning|Economics|Social science|Finance|Collaborative governance|Geography|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2524640187"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2013,US,26c3b954229943a6eef6515eb180076a9ead3d0468ece6ff74508c692f5247f4,,,,,Moscow,,,,,,,
Sangam Shrestha,https://openalex.org/A2108419414,Asian Institute of Technology,Pathum Thani,,Thailand,14.075937,100.61713,https://openalex.org/A2983795297|https://openalex.org/A2248187113|https://openalex.org/A2790305972,aquifer|transboundary,,Groundwater resources|Groundwater|Environmental planning|Geology|Geotechnical engineering|Hydrology (agriculture)|Aquifer|Environmental science|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2108419414"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2018,US,a510b866952e3fa2bd1a79199e74f569d787b1f51f8326b200b6f99a6f8f543e,Pathum Thani,,,,,,,,,,,
Sangam Shrestha,https://openalex.org/A4282210068,Asian Institute of Technology,Pathum Thani,,Thailand,14.075937,100.61713,https://openalex.org/A4227142975|https://openalex.org/A4282210067|https://openalex.org/A4282210070|https://openalex.org/A4282210069,aquifer|transboundary,,Oceanography|Climate change|Urbanization|Groundwater|Environmental planning|Economics|Engineering|Geology|Geotechnical engineering|Environmental science|Economic growth|Geography|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A4282210068"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2022,US,bf1546ea893528b4ae1365e38294793b81ad693aed30640802f68e34e4cf707f,Pathum Thani,,,,,,,,,,,
Saniso Sakuringwa,https://openalex.org/A2980169060,Unknown,,,,,,https://openalex.org/A2919886954|https://openalex.org/A2979902490|https://openalex.org/A2980172025,aquifer|transboundary,,Corporate governance|Groundwater|Business|Environmental planning|Geology|Geotechnical engineering|Finance|Hydrology (agriculture)|Aquifer|Environmental science|Geography|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2980169060"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2019,US,,,,,,,,,,,,,
Sanja Kapelj,https://openalex.org/A1173320144,University of Zagreb,Zagreb,Grad Zagreb,Croatia,45.810673,15.970097,https://openalex.org/A2780355894|https://openalex.org/A2113117945|https://openalex.org/A2738131907|https://openalex.org/A757730361|https://openalex.org/A2054626739|https://openalex.org/A2473844080|https://openalex.org/A2702688617|https://openalex.org/A2736427961|https://openalex.org/A2431540055|https://openalex.org/A2152247172|https://openalex.org/A2072700567|https://openalex.org/A3207498335|https://openalex.org/A3206599529|https://openalex.org/A2069694107|https://openalex.org/A2463868171|https://openalex.org/A41508196|https://openalex.org/A3164732485|https://openalex.org/A2036961034,aquifer|transboundary,,Spring (device)|Karst|Water Framework Directive|Carbonate rock|Geology|Materials science|Water quality|Environmental engineering|Water supply|Outflow|Biology|Carbonate|Artesian aquifer|Oceanography|Earth science|Metallurgy|Groundwater recharge|Geochemistry|Tectonics|Environmental science|Geomorphology|Alluvium|Neogene|Paleontology|Cartography|Flysch|Clastic rock|Groundwater|Geotechnical engineering|Sedimentary rock|Structural basin|Water resource management|Mechanical engineering|Hydrogeology|Drainage basin|Ecology|Engineering|Hydrology (agriculture)|Aquifer|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A1173320144"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2009|2002|2012,US,9303f41c05058fa5fd18f23ab86ac960c8c67f5babffc0f0fe71081f7660d96e,,,,,Zagreb,,,,,,,
Sanja TiÅ¡ma,https://openalex.org/A3200145164,Institute for Development and International Relations,Donji grad,,Croatia,45.807438,15.968905,https://openalex.org/A1183704316|https://openalex.org/A2591057633,aquifer|transboundary,,Virology|Karst|Groundwater|Business|Environmental planning|Archaeology|Geology|Geotechnical engineering|Replication (statistics)|Hydrology (agriculture)|Aquifer|Biology|Environmental science|Geography|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3200145164"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2012,US,,,,,Donji,,,,,,,,
Santanu Bhattacharyya,https://openalex.org/A3013172536,Unknown,,,,,,https://openalex.org/A2527874904|https://openalex.org/A2134499037|https://openalex.org/A2305097569,aquifer|transboundary,,Oceanography|Ecosystem|Mangrove|Monsoon|Avicennia marina|Surface water|Ecology|Geology|Geotechnical engineering|Salinity|Hydrology (agriculture)|Environmental engineering|Biology|Environmental science|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3013172536"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,d25e24f3ad827a09845fc800149fe4ddaa2ad8611b79cd2b0aece078cb1f3afc,,,,,,,,,,,,
Santiago BeguerÃ­a,https://openalex.org/A1785409609,EstaciÃ³n Experimental de Aula Dei,Zaragoza,,Spain,41.72456,-0.811861,https://openalex.org/A2108551556,aquifer|transboundary,,Water cycle|Geology|Biology|Oceanography|Flood myth|Physical geography|Archaeology|Groundwater recharge|Environmental science|Climate change|Cartography|Geography|Groundwater|Geotechnical engineering|Water resources|Water resource management|Environmental resource management|Drainage basin|Streamflow|Ecology|Hydrology (agriculture)|Aquifer|Context (archaeology),"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A1785409609"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2022,US,d7d41d7d2092c2e695d41f71a38d8c28d4cf0a3d332c57fd6fe0467472f41302,,,,,,,,,,,,
Santomaro Moscoso,https://openalex.org/A2308081639,Unknown,,,,,,https://openalex.org/A3156824982,aquifer|transboundary,,Computer science|Environmental protection|Welfare economics|Groundwater|Business|Economics|Engineering|Resource (disambiguation)|Geotechnical engineering|Computer network|Aquifer|Geography|Political science,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2308081639"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2016,US,,,,,,,,,,,,,
Santosh S. Palmate,https://openalex.org/A3212923629,Unknown,,,,,,https://openalex.org/A2503935772|https://openalex.org/A3213275054|https://openalex.org/A2100511896|https://openalex.org/A2503612207|https://openalex.org/A2281978435,aquifer|transboundary,,Urbanization|Groundwater|Environmental planning|Economics|Ecology|Geology|Geotechnical engineering|Groundwater recharge|Environmental science|Hydrology (agriculture)|Aquifer|Biology|Economic growth|Sustainability|Water resource management,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A3212923629"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2021,US,30ed7479a4d20d003c379ad352bfed72e117800f0d805de8c61545f57ce9aa51,,,,,,,,,,,,
Sarah Sayles,https://openalex.org/A2904225235,Unknown,,,,,,https://openalex.org/A2154521165|https://openalex.org/A1906996625,aquifer|transboundary,,Geology|Physics|Adaptation (eye)|Oceanography|Climate change adaptation|Optics|Business|Environmental planning|Environmental science|Climate change|Groundwater|Geotechnical engineering|Water resource management|Environmental resource management|Natural resource economics|Economics|Engineering|Aquifer|Geography,"<a href='#' onClick='javascript:getPublication({oaids:""https://openalex.org/A2904225235"",search:""Keywords,Scope"",OAConcepts:""OA concepts""})'>Show publications</a>",2018,US,144eb799b25631abf7e95f3bbd7b9f189a7ce9828e6a53e708b30e4048fe002f,,,,,,,,,,,,
